Method,Missing %,Condition,Boundary,Length,Gap_size,MAE,RMSE,R2,Bias
Linear,5%,extreme_high_temp,crossing,medium,19,1.318,1.672,0.792,-0.71
Linear,5%,stagnant_wind,rising,short,3,0.198,0.24,0.8885,0.126
Linear,5%,normal,crossing,medium,19,1.302,1.667,0.6674,-1.08
Linear,5%,normal,rising,long,39,1.978,2.306,0.3314,-0.644
Linear,5%,normal,falling,medium,17,0.383,0.486,0.9005,0.058
Linear,5%,high_temp,crossing,medium,15,1.086,1.196,0.2807,1.086
Linear,5%,extreme_high_temp,stable,short,3,0.526,0.548,-5.3753,-0.526
Linear,5%,stagnant_wind,stable,short,3,0.425,0.452,-62.9161,-0.425
Linear,5%,low_temp,stable,medium,9,0.672,0.795,-0.4518,0.672
Linear,5%,normal,crossing,medium,19,3.293,3.917,-0.682,3.293
Linear,5%,extreme_high_temp,rising,medium,19,2.483,2.62,-1.7578,-2.483
Linear,5%,stagnant_wind,crossing,short,3,0.04,0.05,-0.6391,-0.034
Linear,5%,normal,crossing,long,47,3.694,4.077,-0.3422,1.351
Linear,5%,stagnant_wind,stable,long,25,1.22,1.856,0.0279,-0.244
Linear,5%,low_temp,crossing,medium,15,1.763,2.062,-0.7513,1.763
Linear,5%,low_temp,crossing,short,3,0.137,0.159,0.9663,0.04
Linear,5%,normal,stable,short,3,0.893,0.912,-25.5651,-0.893
Linear,5%,low_temp,crossing,long,35,3.803,4.647,-0.7164,3.77
Linear,5%,low_temp,crossing,short,3,0.42,0.427,0.9012,-0.192
Linear,5%,stagnant_wind,stable,short,5,0.168,0.185,-0.8526,-0.155
Linear,5%,normal,falling,medium,11,1.029,1.235,0.6469,-1.029
Linear,5%,low_temp,crossing,short,5,0.874,1.01,0.5434,0.874
Linear,5%,low_temp,crossing,medium,7,0.499,0.57,0.9245,0.308
Linear,5%,normal,stable,short,5,0.311,0.361,-2.3265,-0.025
Linear,5%,stagnant_wind,stable,medium,7,0.239,0.309,-0.4677,0.043
Linear,5%,normal,crossing,medium,23,3.398,3.917,-0.7853,3.398
Linear,5%,normal,stable,long,45,2.038,2.342,-3.7423,2.018
Linear,5%,normal,crossing,medium,17,1.715,2.115,0.433,-1.674
Linear,5%,stagnant_wind,stable,short,1,0.026,0.026,,-0.026
Linear,5%,normal,stable,long,27,4.979,5.521,-4.1323,4.979
Linear,5%,normal,stable,short,5,0.628,0.652,-12.1379,-0.628
Linear,5%,normal,crossing,long,39,5.394,6.563,-2.4297,-5.365
Linear,5%,normal,stable,medium,7,0.206,0.244,-0.1452,-0.204
Linear,5%,normal,stable,long,42,2.048,2.384,0.0664,0.983
Linear,5%,normal,crossing,medium,21,3.375,3.838,-4.6356,3.375
Linear,5%,stagnant_wind,crossing,medium,7,0.263,0.323,0.5626,0.192
Linear,5%,normal,rising,medium,13,1.134,1.326,0.8925,0.406
Linear,5%,stagnant_wind,stable,short,2,0.259,0.335,-0.7686,-0.259
Linear,5%,normal,crossing,long,37,1.836,2.072,0.4785,0.331
Linear,5%,normal,crossing,medium,18,1.485,1.797,-0.1106,0.055
Linear,5%,normal,falling,long,29,1.364,1.986,0.3078,-0.681
Spline,5%,extreme_high_temp,crossing,medium,19,1.681,1.942,0.7193,-0.48
Spline,5%,stagnant_wind,rising,short,3,0.725,0.932,-0.6802,-0.714
Spline,5%,normal,crossing,medium,19,1.889,2.013,0.5151,0.253
Spline,5%,normal,rising,long,39,2.693,2.913,-0.0675,0.761
Spline,5%,normal,falling,medium,17,0.496,0.625,0.8357,0.101
Spline,5%,high_temp,crossing,medium,15,1.658,1.715,-0.4797,1.658
Spline,5%,extreme_high_temp,stable,short,3,2.02,2.026,-86.1959,-2.02
Spline,5%,stagnant_wind,stable,short,3,1.45,1.476,-679.8365,-1.45
Spline,5%,low_temp,stable,medium,9,0.465,0.638,0.0672,-0.386
Spline,5%,normal,crossing,medium,19,4.444,4.909,-1.6419,4.444
Spline,5%,extreme_high_temp,rising,medium,19,3.367,3.5,-3.9219,-3.367
Spline,5%,stagnant_wind,crossing,short,3,1.205,1.212,-961.4865,-1.205
Spline,5%,normal,crossing,long,47,5.972,6.973,-2.9262,4.65
Spline,5%,stagnant_wind,stable,long,25,1.387,1.901,-0.0193,0.516
Spline,5%,low_temp,crossing,medium,15,2.524,2.718,-2.0413,2.524
Spline,5%,low_temp,crossing,short,3,2.28,2.328,-6.2354,2.28
Spline,5%,normal,stable,short,3,3.679,3.687,-433.2617,-3.679
Spline,5%,low_temp,crossing,long,35,5.088,5.89,-1.758,5.0
Spline,5%,low_temp,crossing,short,3,1.087,1.375,-0.0227,0.857
Spline,5%,stagnant_wind,stable,short,5,0.94,0.972,-50.2361,0.94
Spline,5%,normal,falling,medium,11,1.61,1.788,0.2603,0.268
Spline,5%,low_temp,crossing,short,5,3.047,3.135,-3.4035,3.047
Spline,5%,low_temp,crossing,medium,7,1.701,2.011,0.0598,1.674
Spline,5%,normal,stable,short,5,0.586,0.66,-10.1609,0.586
Spline,5%,stagnant_wind,stable,medium,7,1.134,1.297,-24.8138,1.095
Spline,5%,normal,crossing,medium,23,4.067,4.543,-1.4024,4.067
Spline,5%,normal,stable,long,45,3.108,3.581,-10.0878,2.662
Spline,5%,normal,crossing,medium,17,2.389,3.012,-0.1497,-1.888
Spline,5%,stagnant_wind,stable,short,1,4.091,4.091,,4.091
Spline,5%,normal,stable,long,27,6.58,6.796,-6.7781,6.58
Spline,5%,normal,stable,short,5,0.725,0.782,-17.9286,-0.725
Spline,5%,normal,crossing,long,39,9.759,10.724,-8.1568,-9.759
Spline,5%,normal,stable,medium,7,0.984,0.994,-18.066,-0.984
Spline,5%,normal,stable,long,42,4.416,5.373,-3.7401,4.227
Spline,5%,normal,crossing,medium,21,1.447,1.861,-0.3252,1.282
Spline,5%,stagnant_wind,crossing,medium,7,2.339,2.351,-22.1289,2.339
Spline,5%,normal,rising,medium,13,0.903,1.049,0.9327,-0.004
Spline,5%,stagnant_wind,stable,short,2,0.209,0.235,0.1267,0.107
Spline,5%,normal,crossing,long,37,2.35,2.561,0.2031,-0.316
Spline,5%,normal,crossing,medium,18,1.923,2.161,-0.6053,1.331
Spline,5%,normal,falling,long,29,1.769,2.581,-0.169,-1.477
Diagonal Climatology,5%,extreme_high_temp,crossing,medium,19,1.868,2.089,0.6753,-0.067
Diagonal Climatology,5%,stagnant_wind,rising,short,3,0.595,0.75,-0.0902,-0.556
Diagonal Climatology,5%,normal,crossing,medium,19,2.267,2.282,0.3766,2.267
Diagonal Climatology,5%,normal,rising,long,39,0.568,0.641,0.9483,-0.109
Diagonal Climatology,5%,normal,falling,medium,17,2.843,2.886,-2.5065,-2.843
Diagonal Climatology,5%,high_temp,crossing,medium,15,1.689,1.753,-0.5452,-1.689
Diagonal Climatology,5%,extreme_high_temp,stable,short,3,1.604,1.613,-54.2633,1.604
Diagonal Climatology,5%,stagnant_wind,stable,short,3,0.455,0.458,-64.4028,-0.455
Diagonal Climatology,5%,low_temp,stable,medium,9,0.515,0.636,0.0715,0.515
Diagonal Climatology,5%,normal,crossing,medium,19,2.452,2.504,0.3126,2.452
Diagonal Climatology,5%,extreme_high_temp,rising,medium,19,2.414,2.472,-1.4558,-2.414
Diagonal Climatology,5%,stagnant_wind,crossing,short,3,0.083,0.087,-4.0157,-0.046
Diagonal Climatology,5%,normal,crossing,long,47,1.215,1.395,0.8429,1.127
Diagonal Climatology,5%,stagnant_wind,stable,long,25,2.677,3.2,-1.8895,2.545
Diagonal Climatology,5%,low_temp,crossing,medium,15,1.21,1.273,0.3327,1.21
Diagonal Climatology,5%,low_temp,crossing,short,3,1.252,1.27,-1.1553,1.252
Diagonal Climatology,5%,normal,stable,short,3,0.624,0.644,-12.2434,0.624
Diagonal Climatology,5%,low_temp,crossing,long,35,3.802,3.835,-0.1689,3.802
Diagonal Climatology,5%,low_temp,crossing,short,3,0.515,0.614,0.7963,0.515
Diagonal Climatology,5%,stagnant_wind,stable,short,5,0.215,0.264,-2.7766,0.057
Diagonal Climatology,5%,normal,falling,medium,11,0.304,0.346,0.9723,0.272
Diagonal Climatology,5%,low_temp,crossing,short,5,3.117,3.121,-3.3648,3.117
Diagonal Climatology,5%,low_temp,crossing,medium,7,0.259,0.334,0.9741,-0.24
Diagonal Climatology,5%,normal,stable,short,5,1.588,1.736,-76.1146,1.588
Diagonal Climatology,5%,stagnant_wind,stable,medium,7,0.838,0.925,-12.1175,-0.838
Diagonal Climatology,5%,normal,crossing,medium,23,2.419,2.442,0.3057,-2.419
Diagonal Climatology,5%,normal,stable,long,45,1.402,1.695,-1.4848,-0.116
Diagonal Climatology,5%,normal,crossing,medium,17,1.357,1.445,0.7352,0.038
Diagonal Climatology,5%,stagnant_wind,stable,short,1,1.253,1.253,,-1.253
Diagonal Climatology,5%,normal,stable,long,27,0.952,1.199,0.7578,-0.941
Diagonal Climatology,5%,normal,stable,short,5,2.055,2.066,-131.0478,-2.055
Diagonal Climatology,5%,normal,crossing,long,39,2.239,2.404,0.5397,2.239
Diagonal Climatology,5%,normal,stable,medium,7,0.773,0.909,-14.9463,-0.773
Diagonal Climatology,5%,normal,stable,long,42,0.685,0.85,0.8813,-0.52
Diagonal Climatology,5%,normal,crossing,medium,21,0.877,1.007,0.612,0.877
Diagonal Climatology,5%,stagnant_wind,crossing,medium,7,0.741,0.85,-2.0252,-0.709
Diagonal Climatology,5%,normal,rising,medium,13,3.834,4.11,-0.0329,3.834
Diagonal Climatology,5%,stagnant_wind,stable,short,2,0.425,0.436,-2.0012,0.099
Diagonal Climatology,5%,normal,crossing,long,37,0.92,1.043,0.8678,0.879
Diagonal Climatology,5%,normal,crossing,medium,18,0.904,1.13,0.5612,-0.396
Diagonal Climatology,5%,normal,falling,long,29,1.719,2.31,0.0631,1.546
LOCF,5%,extreme_high_temp,crossing,medium,19,4.223,5.124,-0.9548,3.581
LOCF,5%,stagnant_wind,rising,short,3,1.136,1.344,-2.4975,-1.136
LOCF,5%,normal,crossing,medium,19,2.8,3.688,-0.6285,2.291
LOCF,5%,normal,rising,long,39,2.698,3.468,-0.5123,-2.018
LOCF,5%,normal,falling,medium,17,2.987,3.361,-3.7576,2.987
LOCF,5%,high_temp,crossing,medium,15,4.078,4.315,-8.363,4.078
LOCF,5%,extreme_high_temp,stable,short,3,0.279,0.322,-1.205,-0.238
LOCF,5%,stagnant_wind,stable,short,3,0.05,0.062,-0.2166,0.026
LOCF,5%,low_temp,stable,medium,9,1.458,1.601,-4.8774,1.458
LOCF,5%,normal,crossing,medium,19,2.432,3.037,-0.0112,-0.32
LOCF,5%,extreme_high_temp,rising,medium,19,4.643,4.904,-8.6625,-4.643
LOCF,5%,stagnant_wind,crossing,short,3,0.054,0.067,-1.9192,0.054
LOCF,5%,normal,crossing,long,47,3.569,4.116,-0.3679,2.134
LOCF,5%,stagnant_wind,stable,long,25,1.732,2.015,-0.1457,0.719
LOCF,5%,low_temp,crossing,medium,15,1.116,1.638,-0.1047,-0.504
LOCF,5%,low_temp,crossing,short,3,1.703,1.91,-3.8729,-1.703
LOCF,5%,normal,stable,short,3,0.863,0.881,-23.8088,-0.863
LOCF,5%,low_temp,crossing,long,35,3.331,3.687,-0.0804,1.006
LOCF,5%,low_temp,crossing,short,3,2.635,2.965,-3.759,-2.635
LOCF,5%,stagnant_wind,stable,short,5,0.131,0.143,-0.1034,-0.044
LOCF,5%,normal,falling,medium,11,2.121,2.97,-1.0406,2.121
LOCF,5%,low_temp,crossing,short,5,1.519,1.979,-0.754,-1.297
LOCF,5%,low_temp,crossing,medium,7,2.983,3.634,-2.0682,-2.983
LOCF,5%,normal,stable,short,5,0.611,0.643,-9.5675,-0.611
LOCF,5%,stagnant_wind,stable,medium,7,0.443,0.504,-2.8996,-0.435
LOCF,5%,normal,crossing,medium,23,2.56,2.934,-0.0021,0.133
LOCF,5%,normal,stable,long,45,3.084,3.266,-8.2193,3.084
LOCF,5%,normal,crossing,medium,17,2.837,3.328,-0.4031,1.783
LOCF,5%,stagnant_wind,stable,short,1,0.092,0.092,,-0.092
LOCF,5%,normal,stable,long,27,5.137,5.685,-4.4431,5.137
LOCF,5%,normal,stable,short,5,0.304,0.333,-2.4343,-0.28
LOCF,5%,normal,crossing,long,39,6.374,7.293,-3.2354,-6.374
LOCF,5%,normal,stable,medium,7,0.461,0.514,-4.0964,-0.461
LOCF,5%,normal,stable,long,42,2.249,2.48,-0.0098,0.245
LOCF,5%,normal,crossing,medium,21,1.873,2.155,-0.7765,1.425
LOCF,5%,stagnant_wind,crossing,medium,7,1.121,1.223,-5.2618,-1.121
LOCF,5%,normal,rising,medium,13,5.151,6.497,-1.5809,-5.085
LOCF,5%,stagnant_wind,stable,short,2,0.379,0.455,-2.2629,-0.379
LOCF,5%,normal,crossing,long,37,2.604,3.287,-0.3127,-1.604
LOCF,5%,normal,crossing,medium,18,1.522,1.741,-0.0421,0.35
LOCF,5%,normal,falling,long,29,2.401,2.598,-0.1842,1.024
Linear,10%,extreme_high_temp,crossing,medium,19,1.318,1.672,0.792,-0.71
Linear,10%,stagnant_wind,rising,short,3,0.198,0.24,0.8885,0.126
Linear,10%,normal,crossing,medium,19,1.302,1.667,0.6674,-1.08
Linear,10%,normal,rising,long,39,1.978,2.306,0.3314,-0.644
Linear,10%,normal,falling,medium,17,0.383,0.486,0.9005,0.058
Linear,10%,high_temp,crossing,medium,15,1.086,1.196,0.2807,1.086
Linear,10%,extreme_high_temp,stable,short,3,0.526,0.548,-5.3753,-0.526
Linear,10%,stagnant_wind,stable,short,3,0.425,0.452,-62.9161,-0.425
Linear,10%,low_temp,stable,medium,9,0.672,0.795,-0.4518,0.672
Linear,10%,normal,crossing,medium,19,3.293,3.917,-0.682,3.293
Linear,10%,extreme_high_temp,rising,medium,19,8.981,9.087,-32.1831,-8.981
Linear,10%,stagnant_wind,crossing,short,3,0.04,0.05,-0.6391,-0.034
Linear,10%,normal,crossing,long,47,3.694,4.077,-0.3422,1.351
Linear,10%,stagnant_wind,stable,long,25,1.22,1.856,0.0279,-0.244
Linear,10%,low_temp,crossing,medium,15,1.763,2.062,-0.7513,1.763
Linear,10%,low_temp,crossing,short,3,0.137,0.159,0.9663,0.04
Linear,10%,normal,stable,short,3,0.893,0.912,-25.5651,-0.893
Linear,10%,low_temp,crossing,long,35,3.803,4.647,-0.7164,3.77
Linear,10%,low_temp,crossing,short,3,0.42,0.427,0.9012,-0.192
Linear,10%,stagnant_wind,stable,short,5,0.168,0.185,-0.8526,-0.155
Linear,10%,normal,falling,medium,11,1.029,1.235,0.6469,-1.029
Linear,10%,low_temp,crossing,short,5,0.874,1.01,0.5434,0.874
Linear,10%,low_temp,crossing,medium,7,0.499,0.57,0.9245,0.308
Linear,10%,normal,stable,short,5,0.311,0.361,-2.3265,-0.025
Linear,10%,stagnant_wind,stable,medium,7,0.239,0.309,-0.4677,0.043
Linear,10%,normal,crossing,medium,23,3.398,3.917,-0.7853,3.398
Linear,10%,normal,stable,long,45,2.038,2.342,-3.7423,2.018
Linear,10%,normal,crossing,medium,17,1.715,2.115,0.433,-1.674
Linear,10%,stagnant_wind,stable,short,1,2.301,2.301,,2.301
Linear,10%,normal,stable,long,27,4.979,5.521,-4.1323,4.979
Linear,10%,normal,stable,short,5,0.628,0.652,-12.1379,-0.628
Linear,10%,normal,crossing,long,39,5.394,6.563,-2.4297,-5.365
Linear,10%,normal,stable,medium,7,0.206,0.244,-0.1452,-0.204
Linear,10%,normal,stable,long,42,2.917,3.457,-0.9626,2.176
Linear,10%,normal,crossing,medium,21,3.375,3.838,-4.6356,3.375
Linear,10%,stagnant_wind,crossing,medium,7,0.263,0.323,0.5626,0.192
Linear,10%,normal,rising,medium,13,1.134,1.326,0.8925,0.406
Linear,10%,stagnant_wind,stable,short,2,0.259,0.335,-0.7686,-0.259
Linear,10%,normal,crossing,long,37,1.836,2.072,0.4785,0.331
Linear,10%,normal,crossing,medium,18,1.485,1.797,-0.1106,0.055
Linear,10%,normal,falling,long,43,1.671,1.932,0.2678,0.612
Linear,10%,normal,crossing,long,37,2.293,2.549,0.1652,1.844
Linear,10%,normal,stable,long,41,1.941,2.701,-0.7337,-1.776
Linear,10%,high_temp,crossing,medium,23,3.086,3.537,0.3678,-2.759
Linear,10%,low_temp,stable,short,3,0.069,0.085,-0.3334,-0.031
Linear,10%,normal,stable,long,37,2.006,2.471,-2.4512,2.002
Linear,10%,low_temp,stable,short,1,0.053,0.053,,-0.053
Linear,10%,high_temp,stable,long,28,3.74,4.502,-1.3684,-3.602
Linear,10%,normal,rising,medium,7,0.527,0.587,0.6979,-0.527
Linear,10%,normal,stable,medium,7,0.967,1.162,-0.9469,-0.967
Linear,10%,high_temp,crossing,short,3,0.446,0.466,0.9209,-0.026
Linear,10%,normal,crossing,medium,9,0.497,0.591,0.9499,0.324
Linear,10%,normal,stable,medium,17,2.761,2.982,-5.6797,-2.761
Linear,10%,stagnant_wind,stable,medium,9,1.135,1.482,-1.4574,0.777
Linear,10%,normal,stable,long,33,5.391,5.982,-4.5303,5.391
Linear,10%,normal,stable,medium,7,0.591,0.655,-0.7558,-0.591
Linear,10%,low_temp,crossing,medium,21,2.382,2.737,-3.0571,2.382
Linear,10%,normal,rising,short,3,0.103,0.137,0.9512,-0.058
Linear,10%,normal,rising,long,25,1.995,2.215,-2.1611,1.995
Linear,10%,high_temp,crossing,medium,19,0.869,1.011,0.8652,-0.833
Linear,10%,normal,falling,short,3,1.458,1.849,-6.9875,1.458
Linear,10%,normal,crossing,medium,17,2.793,3.285,0.2005,2.793
Linear,10%,low_temp,rising,medium,17,2.9,3.259,-2.2567,2.9
Linear,10%,normal,stable,short,3,0.5,0.509,-17.5856,0.5
Linear,10%,normal,crossing,medium,23,1.558,1.816,0.7181,1.537
Linear,10%,extreme_high_temp,stable,short,5,0.523,0.667,-1.1624,-0.523
Linear,10%,normal,falling,short,5,0.622,0.666,0.5762,-0.622
Linear,10%,normal,rising,short,5,0.769,0.779,0.4096,-0.769
Linear,10%,normal,crossing,short,5,0.244,0.289,-1.2614,0.217
Linear,10%,normal,stable,short,3,0.339,0.563,-0.5627,-0.339
Linear,10%,normal,crossing,long,25,0.679,0.878,0.93,-0.495
Linear,10%,stagnant_wind,stable,short,5,0.579,0.665,-0.9164,0.579
Linear,10%,normal,rising,short,3,0.068,0.091,0.9847,0.035
Linear,10%,extreme_high_temp,stable,short,5,0.323,0.362,-11.2555,-0.304
Linear,10%,normal,rising,short,3,2.776,3.01,-4.9157,2.776
Linear,10%,normal,crossing,long,39,3.957,4.978,-0.8994,-3.957
Linear,10%,normal,crossing,medium,19,0.42,0.464,0.9372,0.18
Linear,10%,extreme_high_temp,crossing,short,5,0.294,0.334,0.9218,-0.15
Linear,10%,normal,falling,medium,12,0.91,1.187,-0.1501,0.583
Linear,10%,normal,crossing,long,25,1.995,2.372,0.0128,1.995
Linear,10%,normal,stable,long,37,2.648,3.688,-0.3867,-2.105
Linear,10%,normal,rising,long,47,2.976,3.375,0.1689,-0.953
Linear,10%,normal,crossing,medium,17,0.607,0.892,0.921,-0.581
Spline,10%,extreme_high_temp,crossing,medium,19,1.955,2.165,0.6512,-0.217
Spline,10%,stagnant_wind,rising,short,3,0.891,1.119,-1.4251,-0.891
Spline,10%,normal,crossing,medium,19,1.34,1.578,0.7019,-0.879
Spline,10%,normal,rising,long,39,3.005,4.026,-1.039,-2.746
Spline,10%,normal,falling,medium,17,0.66,0.764,0.7542,0.554
Spline,10%,high_temp,crossing,medium,15,1.232,1.354,0.0779,1.232
Spline,10%,extreme_high_temp,stable,short,3,1.431,1.44,-43.0229,-1.431
Spline,10%,stagnant_wind,stable,short,3,0.548,0.645,-128.8897,-0.548
Spline,10%,low_temp,stable,medium,9,0.586,0.617,0.1275,0.118
Spline,10%,normal,crossing,medium,19,3.665,4.18,-0.916,3.665
Spline,10%,extreme_high_temp,rising,medium,19,14.1,14.269,-80.8074,-14.1
Spline,10%,stagnant_wind,crossing,short,3,1.152,1.161,-882.0166,-1.152
Spline,10%,normal,crossing,long,47,3.45,3.725,-0.1203,0.85
Spline,10%,stagnant_wind,stable,long,25,2.06,2.623,-0.9413,-1.866
Spline,10%,low_temp,crossing,medium,15,4.487,4.66,-7.9436,4.487
Spline,10%,low_temp,crossing,short,3,2.163,2.212,-5.5331,2.163
Spline,10%,normal,stable,short,3,3.828,3.847,-471.7173,-3.828
Spline,10%,low_temp,crossing,long,35,5.159,5.961,-1.8248,5.12
Spline,10%,low_temp,crossing,short,3,0.692,0.814,0.6417,0.083
Spline,10%,stagnant_wind,stable,short,5,0.687,0.819,-35.4016,0.687
Spline,10%,normal,falling,medium,11,1.839,2.18,-0.0996,-1.782
Spline,10%,low_temp,crossing,short,5,3.171,3.319,-3.9369,3.171
Spline,10%,low_temp,crossing,medium,7,1.149,1.425,0.5284,0.879
Spline,10%,normal,stable,short,5,0.475,0.511,-5.6736,-0.316
Spline,10%,stagnant_wind,stable,medium,7,0.393,0.508,-2.9637,-0.111
Spline,10%,normal,crossing,medium,23,4.424,4.775,-1.6532,4.424
Spline,10%,normal,stable,long,45,3.332,3.874,-11.9744,3.102
Spline,10%,normal,crossing,medium,17,2.475,3.083,-0.2045,-1.818
Spline,10%,stagnant_wind,stable,short,1,4.098,4.098,,4.098
Spline,10%,normal,stable,long,27,7.629,7.885,-9.4682,7.629
Spline,10%,normal,stable,short,5,0.909,0.935,-26.0669,-0.909
Spline,10%,normal,crossing,long,39,9.466,10.517,-7.8061,-9.466
Spline,10%,normal,stable,medium,7,1.666,1.673,-52.9657,-1.666
Spline,10%,normal,stable,long,42,4.074,4.91,-2.9585,3.535
Spline,10%,normal,crossing,medium,21,3.154,3.486,-3.6491,3.154
Spline,10%,stagnant_wind,crossing,medium,7,2.553,2.561,-26.4666,2.553
Spline,10%,normal,rising,medium,13,0.961,1.248,0.9047,-0.675
Spline,10%,stagnant_wind,stable,short,2,0.348,0.477,-2.5944,-0.348
Spline,10%,normal,crossing,long,37,2.184,2.363,0.3218,0.175
Spline,10%,normal,crossing,medium,18,1.491,2.123,-0.5499,-0.872
Spline,10%,normal,falling,long,43,1.769,2.141,0.1014,0.301
Spline,10%,normal,crossing,long,37,4.438,4.64,-1.7672,3.651
Spline,10%,normal,stable,long,41,4.543,5.167,-5.3432,-4.543
Spline,10%,high_temp,crossing,medium,23,4.457,5.024,-0.2755,-4.324
Spline,10%,low_temp,stable,short,3,1.783,1.831,-619.4339,1.783
Spline,10%,normal,stable,long,37,5.56,5.808,-18.0634,5.56
Spline,10%,low_temp,stable,short,1,2.321,2.321,,2.321
Spline,10%,high_temp,stable,long,28,7.687,8.767,-7.9808,-7.687
Spline,10%,normal,rising,medium,7,1.498,1.522,-1.0281,-1.498
Spline,10%,normal,stable,medium,7,1.476,1.617,-2.7707,-1.318
Spline,10%,high_temp,crossing,short,3,1.194,1.516,0.1637,0.878
Spline,10%,normal,crossing,medium,9,0.914,1.204,0.7918,0.873
Spline,10%,normal,stable,medium,17,4.467,4.6,-14.8989,-4.467
Spline,10%,stagnant_wind,stable,medium,9,1.372,1.637,-1.9962,0.462
Spline,10%,normal,stable,long,33,7.597,8.103,-9.1471,7.597
Spline,10%,normal,stable,medium,7,2.509,2.533,-25.2894,-2.509
Spline,10%,low_temp,crossing,medium,21,2.143,2.524,-2.4499,2.143
Spline,10%,normal,rising,short,3,0.295,0.323,0.7283,-0.295
Spline,10%,normal,rising,long,25,4.664,4.805,-13.8772,4.664
Spline,10%,high_temp,crossing,medium,19,0.842,0.947,0.8819,-0.213
Spline,10%,normal,falling,short,3,3.566,3.704,-31.0513,3.566
Spline,10%,normal,crossing,medium,17,1.794,2.245,0.6267,1.588
Spline,10%,low_temp,rising,medium,17,3.809,4.154,-4.2905,3.809
Spline,10%,normal,stable,short,3,1.275,1.29,-118.3369,1.275
Spline,10%,normal,crossing,medium,23,4.122,4.526,-0.7502,4.105
Spline,10%,extreme_high_temp,stable,short,5,0.704,0.795,-2.0651,-0.661
Spline,10%,normal,falling,short,5,0.529,0.627,0.6247,0.142
Spline,10%,normal,rising,short,5,2.212,2.272,-4.0237,-2.212
Spline,10%,normal,crossing,short,5,1.687,1.698,-77.035,1.687
Spline,10%,normal,stable,short,3,3.08,3.136,-47.4803,-3.08
Spline,10%,normal,crossing,long,25,0.782,0.845,0.9351,0.174
Spline,10%,stagnant_wind,stable,short,5,4.672,4.697,-94.5773,4.672
Spline,10%,normal,rising,short,3,0.351,0.365,0.7553,-0.351
Spline,10%,extreme_high_temp,stable,short,5,0.318,0.37,-11.8619,-0.219
Spline,10%,normal,rising,short,3,5.317,5.515,-18.8579,5.317
Spline,10%,normal,crossing,long,39,7.442,8.162,-4.1066,-7.442
Spline,10%,normal,crossing,medium,19,1.255,1.384,0.442,0.433
Spline,10%,extreme_high_temp,crossing,short,5,0.522,0.587,0.7582,-0.522
Spline,10%,normal,falling,medium,12,1.577,2.109,-2.6333,1.432
Spline,10%,normal,crossing,long,25,2.067,2.427,-0.0335,2.067
Spline,10%,normal,stable,long,37,3.369,4.583,-1.1422,-3.339
Spline,10%,normal,rising,long,47,3.69,4.806,-0.6852,-3.51
Spline,10%,normal,crossing,medium,17,0.666,0.855,0.9275,-0.602
Diagonal Climatology,10%,extreme_high_temp,crossing,medium,19,1.867,2.098,0.6724,-0.106
Diagonal Climatology,10%,stagnant_wind,rising,short,3,0.618,0.789,-0.2053,-0.601
Diagonal Climatology,10%,normal,crossing,medium,19,2.23,2.245,0.397,2.23
Diagonal Climatology,10%,normal,rising,long,39,0.574,0.644,0.9479,-0.103
Diagonal Climatology,10%,normal,falling,medium,17,2.862,2.901,-2.5446,-2.862
Diagonal Climatology,10%,high_temp,crossing,medium,15,1.606,1.705,-0.4614,-1.606
Diagonal Climatology,10%,extreme_high_temp,stable,short,3,1.581,1.588,-52.5166,1.581
Diagonal Climatology,10%,stagnant_wind,stable,short,3,0.437,0.44,-59.4037,-0.437
Diagonal Climatology,10%,low_temp,stable,medium,9,0.515,0.636,0.0715,0.515
Diagonal Climatology,10%,normal,crossing,medium,19,2.524,2.571,0.2755,2.524
Diagonal Climatology,10%,extreme_high_temp,rising,medium,19,2.444,2.5,-1.5115,-2.444
Diagonal Climatology,10%,stagnant_wind,crossing,short,3,0.065,0.067,-1.9255,-0.023
Diagonal Climatology,10%,normal,crossing,long,47,1.32,1.5,0.8183,1.241
Diagonal Climatology,10%,stagnant_wind,stable,long,25,2.679,3.201,-1.8907,2.548
Diagonal Climatology,10%,low_temp,crossing,medium,15,1.223,1.288,0.317,1.223
Diagonal Climatology,10%,low_temp,crossing,short,3,1.252,1.27,-1.1553,1.252
Diagonal Climatology,10%,normal,stable,short,3,0.196,0.249,-0.9743,0.196
Diagonal Climatology,10%,low_temp,crossing,long,35,3.686,3.715,-0.0969,3.686
Diagonal Climatology,10%,low_temp,crossing,short,3,0.349,0.482,0.8745,0.349
Diagonal Climatology,10%,stagnant_wind,stable,short,5,0.216,0.272,-3.001,0.089
Diagonal Climatology,10%,normal,falling,medium,11,0.269,0.303,0.9787,0.218
Diagonal Climatology,10%,low_temp,crossing,short,5,3.159,3.163,-3.4825,3.159
Diagonal Climatology,10%,low_temp,crossing,medium,7,0.371,0.449,0.9531,-0.342
Diagonal Climatology,10%,normal,stable,short,5,1.366,1.526,-58.6249,1.366
Diagonal Climatology,10%,stagnant_wind,stable,medium,7,0.867,0.93,-12.254,-0.867
Diagonal Climatology,10%,normal,crossing,medium,23,2.36,2.387,0.3369,-2.36
Diagonal Climatology,10%,normal,stable,long,45,1.401,1.694,-1.4806,-0.116
Diagonal Climatology,10%,normal,crossing,medium,17,1.414,1.487,0.7199,0.052
Diagonal Climatology,10%,stagnant_wind,stable,short,1,1.3,1.3,,-1.3
